run,temp,L1temp,L2temp,L3temp,L4temp,L5temp,temp2,L1temp2,L2temp2,L3temp2,L4temp2,L5temp2,tlin,tsq
177,.0089265,-.0039536,-.0041835,-.0058668,.0018588,-.0016699,-.0003743,.0001578,-.0000194,.0001246,-.0000521,.0000603,-.0048885,-.0001031
178,.0161367,-.0041577,-.0058175,-.0014486,.0011913,.0015991,-.0005827,.000125,.0001426,-.0000841,.0000801,-.0000752,.0075033,-.0003944
179,.0053556,-.0033954,-.0107093,-.0011932,-.0046014,.0019249,-.0004315,.0002804,.0002221,.0000275,.0002498,-.0000648,-.0126189,.0002834
180,.0006478,-.0044552,-.0064401,-.0037391,-.0054616,-.0018392,-.0002822,.0001971,.0001079,-.0000418,.0002183,.0000896,-.0212875,.0002889
181,.0123042,-.0001186,-.0108376,-.0002123,-.0044688,.0024416,-.0006575,.0000974,.0000998,-.0000407,.0002282,.0000493,-.0008914,-.0002235
182,.0091625,-.00365,-.0074442,-.003302,-.0034753,.0022844,-.0004867,.0002095,.0002039,.0000397,.0001653,-.0000825,-.0064246,.0000492
183,.0064818,-.0042929,-.0067532,.0015095,-.0043327,-.0028699,-.0004916,.0001877,.0000803,-.0001436,.0001524,.0002277,-.0102575,.000013
184,.0156052,-.0109128,-.0056419,-.0015917,-.0003903,.0055941,-.0006567,.000413,.000126,-.0001613,.0000808,-.0000316,.0026625,-.0002299
185,.0108378,-.0058139,-.002991,-.0035145,-.0006581,-3.17e-06,-.0005755,.0003268,.0000338,-.0000166,.0000233,.0000108,-.0021428,-.0001974
186,.0118991,-.0025662,-.0044063,-.0004175,-.0005304,.0027643,-.0005209,.000177,.0000682,-.0001648,.0000228,-.00009,.0067431,-.0005076
187,.0092337,-.0091163,-.0104039,-.0037786,-.0036171,.0080169,-.0005096,.000393,.0003002,-7.54e-08,.0001442,-.0002108,-.0096653,.000117
188,.0063506,-.0060615,-.0110174,-.0026603,-.0023654,.0016599,-.0004469,.0002433,.0002433,2.95e-06,.0001498,-.0000116,-.0140941,.0001809
189,.0209599,-.000972,-.0023855,.0050131,.0021815,.0031337,-.0008116,.0001791,.0001087,-.0001964,-.000032,-.000101,.0279307,-.0008532
190,.0067606,-.0011253,-.0068882,-.0002366,-.0013693,-.0058632,-.0003739,.0000896,.0002052,-.0000562,.0001756,.000107,-.0087221,.0001473
191,.0051789,-.0010057,-.0101547,-.0025263,-.0036399,.002578,-.0004101,.0002152,.0002607,.0000238,.0001971,-.0000964,-.0095698,.0001903
192,.0104571,-.0032126,-.0054704,.0028649,-.0013154,-.0009711,-.0005003,.0001285,.0000398,-.0002574,.0002466,.0001374,.0023526,-.0002054
193,.0089057,-.0118003,-.0003139,-.0001583,.0046894,.0080005,-.00051,.000524,-.0000577,-.0001523,-.0001213,-.0002316,.009323,-.0005488
194,.01357,-.0098765,-.0057339,-.0034503,.0025682,.0039234,-.0006033,.0003888,.0001503,.0000724,-.0000784,-.0000946,.0010009,-.000165
195,.0066209,-.0029635,-.0072165,-.0012602,-.0036364,-.0018831,-.0004245,.0001129,.0001672,-.0000732,.0002514,.0000429,-.0103388,.0000766
196,.0161392,-.0080254,-.0083164,.0004012,-.0017409,.005231,-.0006657,.0003894,.000233,-.000133,.0003669,-.0000902,.0036887,.0001005
197,.0074103,-.0065855,-.0014846,-.0027342,-.0001205,-.0001173,-.0003505,.0003723,-.0000928,-.0000203,.0000133,.0000158,-.0036318,-.0000624
198,.0041701,-.0084862,.0011301,.0021434,.0000479,.0046493,-.0002909,.0003228,-.0000823,-.0001515,.0000306,-.000231,.0036546,-.0004024
199,.0151708,-.0071176,-.0043476,-.0033232,-.0005986,.0108874,-.000601,.0003013,.0000387,.0000115,.0001745,-.0002827,.0106711,-.0003576
200,.0092474,-.0079213,-.0063478,-.0047159,-.0079872,.004689,-.0004358,.0002168,.0001572,.0000675,.0002451,-.0000428,-.0130358,.0002079
201,.0077859,-.0103131,-.0082031,-.0053041,-.0059465,.0093857,-.0004315,.0002777,.0002899,-.0000346,.0002177,-.0002093,-.0125952,.0001099
202,.0104921,-.0069137,-.0061497,.0008212,.0001423,.0024437,-.0004848,.0003368,.00013,-.0001443,.0000559,-.0000981,.0008359,-.0002045
203,.0094487,-.008343,-.0033282,-.0059066,-.0038984,.0024203,-.0005732,.0003545,.0000714,.0000611,.0002372,-.0000575,-.0096072,.0000935
204,.0003716,-.0093337,-.0086195,-.004458,-.0080051,.0089782,-.0003054,.0003187,.0001291,-1.93e-06,.0002943,-.0003427,-.0210665,.000092
205,.0088053,-.0120143,-.0064117,.0012705,-.0056765,.0070202,-.000534,.0004437,.0001407,-.0001741,.00019,-.0001872,-.0070065,-.0001208
206,.0110836,-.0049466,-.0089182,-.0061097,.0005892,.0019637,-.000494,.0002568,.0001312,.0000881,-.0000399,2.92e-06,-.006338,-.0000549
207,.0043237,-.0067434,-.0072801,-.0013477,-.0044937,.0002148,-.0003439,.0003223,.0001316,-.0000359,.00012,-.0000506,-.0153265,.0001434
208,.0054294,-.0028904,-.0079802,-.0022649,-.0048995,-.0026043,-.0003823,.0001125,.0001749,-.0000612,.0002589,-.0000237,-.0152098,.0000791
209,.0058945,-.0059758,-.0012522,-.0053891,-.0024996,.0109108,-.0003911,.0002905,-.0000377,.0000505,.0001568,-.0003921,.0016886,-.0003231
210,.0006749,-.006599,-.01327,-.0042181,-.0041838,.0066203,-.0002753,.0002827,.0002564,.0000432,.0001548,-.0001796,-.0209757,.0002821
211,.0091876,-.0014252,-.0057134,-.0032945,-.0030309,-.0024036,-.0003315,.0001901,.0000928,.0000517,.0001169,.0000652,-.0066799,.0001852
212,.0132445,-.0020989,-.0064373,-.0030248,.0029497,.0020756,-.0005876,.0001591,.0001711,-6.69e-06,4.12e-06,-.00009,.0067087,-.0003499
213,.0128848,-.0053307,-.00613,-.0004849,-.002217,-.0032194,-.0005359,.0002588,.000231,-.0000921,.0002048,.000107,-.0044971,.0001737
214,.0088849,-.001947,-.0069535,-2.03e-06,-.002399,-.000482,-.0004372,.0000854,.0001977,-.0001712,.0001928,-.0000382,-.0028986,-.0001707
215,.005571,-.002919,-.0120126,.0019305,-.0034694,.006894,-.0002312,.0001706,.0003103,-.0001749,.000243,-.0002976,-.0040056,.0000201
216,.0151227,-.0010158,.0000265,.0001149,-.0007124,-.001626,-.0005902,.0001119,-.0000736,-.0001675,.0001134,.0000501,.01191,-.0005558
217,.0080938,-.0118034,-.0083941,-.0027017,-.0066074,.0077953,-.0005502,.0004445,.0001474,-.0001396,.0002576,-.0002512,-.0136175,-.0000915
218,-.0003489,-.0072583,-.0078379,-.0022905,-.0078157,.0072861,-.0002027,.0002828,.0000684,-.00008,.0002342,-.0003039,-.0182652,-1.18e-06
219,.0066327,-.003434,-.0037524,.0030678,.0016508,-.0027505,-.0004102,.0002234,.0000942,-.0001179,.0000435,.0001115,.0014145,-.0000555
220,.0139919,-.006137,-.0028437,-.0001897,-.0008408,.0009525,-.0005794,.0002732,.0000226,-.0000559,.0000949,.0000333,.0049333,-.0002112
221,.0149144,.0009165,-.0072432,-.0001363,-.0015673,.0009554,-.0006171,.0000982,.000119,-.0000792,.0001568,-.0000879,.0078395,-.0004102
222,.0080968,-.0070037,-.0064777,-.0010089,-.0067576,.0052635,-.0005488,.000314,.0000987,-.0001234,.0003015,-.0002454,-.0078874,-.0002034
223,.0139007,-.000391,-.004458,-.0000894,.0000167,-.0011618,-.000615,.0001805,.0000285,-.0000768,.0001138,8.88e-06,.0078172,-.0003601
224,.0031937,-.0026642,-.00971,-.0022587,-.0052097,.0001188,-.0002655,.0001827,.0001495,-.000074,.0001301,-.0000448,-.0165301,.000078
225,.0293647,-.0061582,-.0080946,.0011719,-.0008112,.0090863,-.0010379,.0002868,.0001802,-.0001223,.000159,-.0001735,.0245588,-.0007077
226,.0114419,-.0001439,-.0041251,-.0001315,-.0006962,-.0027683,-.0005781,.0001316,-7.69e-06,-.0000897,.0001663,.0000351,.0035769,-.0003426
227,.0099505,-.005615,-.0046051,-.0035538,-.0043276,.0084604,-.0006299,.0003315,.0001674,-2.01e-06,.0002651,-.0003626,.0003094,-.0002306
228,.0055317,-.0048287,-.010505,-.0010207,-.0038764,.0075114,-.0003662,.0001367,.0001945,-.000086,.0001935,-.0002365,-.0071876,-.000164
229,.0056456,-.0064572,-.0110069,-.0017731,-.0008076,.0089151,-.0004438,.0003524,.0002322,-.0001206,.0001367,-.0003488,-.0054841,-.0001918
230,.0121448,-.0090735,.0034027,-.000059,-.0025778,-.000972,-.0005656,.000375,-.0001124,-.0000985,.0002196,.0000803,.0028653,-.0001017
231,.0113812,-.0080273,-.0036271,-.0051458,-.0000178,.0068748,-.0005104,.0003654,.0000898,.0001572,.0000469,-.0002084,.0014379,-.0000594
232,.0104579,-.0038191,-.0042638,.0033321,-.0013766,.0080186,-.0003682,.0001764,.0001688,-.000205,.0002032,-.0003245,.012349,-.0003492
233,.0076564,-.0048416,-.0057164,-.0007864,-.0015264,.0009297,-.0004127,.0002086,.0001798,-.0002363,.00019,-.0000821,-.0042847,-.0001527
234,.0091414,-.0098915,-.0118004,-.0022757,-.0035513,.0121866,-.0004829,.0003737,.0003225,-.0001128,.0001126,-.0003011,-.0061908,-.0000881
235,.0089552,-.0102104,-.0057684,.0017663,-.0095284,.0040164,-.0003902,.0003793,.0002177,-.0002323,.0003758,-.0002083,-.0107694,.0001421
236,.0084632,-.0092817,-.0150627,-.0016483,-.0025527,.0084142,-.0004647,.0003211,.0003626,-.0001572,.0001249,-.0003374,-.011668,-.0001508
237,.0089569,-.0072898,-.004565,.0005239,-.0034309,-.0026383,-.0004992,.0002581,.000074,-.0001426,.0000496,.0000431,-.0084432,-.000217
238,.0163289,.0035809,-.0058088,.003096,-.0056061,-.0020695,-.0006572,.0000616,.0001977,-.0001737,.0004004,.0000179,.0095212,-.0001533
239,.0107735,-.0087616,-.0068347,-.0077318,-.0039732,.0022655,-.0004377,.0002593,.0002101,.0001696,.0001681,-.0000175,-.0142624,.0003519
240,.0130944,-.0041209,-.0091069,.0001498,-.0019949,.0005635,-.0005809,.0002002,.0002984,-.0000989,.0001627,-7.99e-06,-.0014151,-.0000265
241,.0069789,-.0063678,-.0076911,-.0035172,-.0004479,.0015804,-.0002629,.0002589,.0002379,-.0000556,.0000876,-.000107,-.0094647,.0001588
242,.0091408,.0005374,-.0072299,.0027786,-.0009937,-.0064882,-.0004559,.0000626,.0001947,-.0001776,.0002818,.0001145,-.002255,.00002
243,.0109194,-.0058941,-.0092698,-.0009906,-.0063813,-.0016827,-.0004245,.0003223,.000243,-.0000546,.0002605,.0001302,-.0132992,.0004769
244,.0101941,-.0040261,-.0038366,-.0002923,-.0004655,-.0008902,-.0004953,.0002096,.0000953,-.0000957,.000039,.0000631,.0006834,-.0001839
245,.0055169,-.0057076,-.0137144,-.0007641,-.0041874,.0006269,-.0003864,.0002271,.0002902,-.0000774,.0001631,-.0000901,-.0182296,.0001264
246,.0070826,-.0033187,-.0061664,-.0007265,-.0026988,.0027976,-.0004819,.0001364,.0000646,-.0001044,.0000993,-.0000812,-.0030301,-.0003672
247,.0101387,-.0093729,-.0042122,-.0020958,-.0032705,.0043777,-.0004861,.0003767,.0001439,-9.10e-06,.0001663,-.0001321,-.004435,.0000595
248,.0164855,-.0088434,-.0139627,.0023799,.0014368,.0037526,-.0007048,.0004479,.0002964,-.0001382,.0000507,-.0000898,.0012488,-.0001377
249,-.0026187,-.0110853,-.0088328,-.0042348,-.0050685,.0073285,-.0001759,.0004015,.0001889,8.04e-06,.0002082,-.0001716,-.0245116,.0004592
250,.0101068,-.0089875,-.0101566,-.0045196,-.0029724,.0065583,-.000428,.000275,.0002816,.0000131,.0001058,-.0001918,-.0099709,.0000557
251,.0023378,-.0136783,-.0000185,.0010521,-.0036697,.0067088,-.0002124,.00049,-7.07e-06,-.0002322,.0002509,-.0002587,-.0072678,.0000307
252,.0103712,-.0132721,-.0077164,.0032217,-.0012564,2.11e-06,-.0006509,.0004769,.0001427,-.0002897,-9.61e-06,.0000434,-.0086499,-.0002872
253,.0045573,-.0066609,-.0097432,-.0023691,-.0015029,.0059108,-.0004336,.0003772,.0002615,-.0001122,.0001819,-.000212,-.009808,.0000628
254,.0049205,-.0065272,-.0115894,.0072822,-.0016066,.0007914,-.0003265,.0004541,.0001474,-.0003106,.0001005,.00009,-.0067289,.0001548
255,.0106588,-.0088302,-.0034176,-.0016282,-.0043377,.0044501,-.0005761,.0004293,.0001281,-.0000586,.0002901,-.000096,-.0031048,.0001168
256,.0085087,-.0109516,-.0021633,-.0048228,.0006793,.0038373,-.0004584,.000427,-.000023,-.0000576,.0000735,-.0001345,-.0049124,-.000173
257,.0078082,-.0059116,-.0086674,-.0007899,-.0011357,-.0007235,-.0004002,.0001975,.0001359,-.0000723,-.0000116,.0000378,-.00942,-.0001129
258,.0055342,-.0068242,-.0136771,-.0025539,-.0057045,.0043306,-.0004213,.0003224,.0002797,-.0001293,.000132,-.0002551,-.0188949,-.0000716
259,.0045913,-.0012399,-.0132036,.0020851,-.0057085,-.0040388,-.0003372,.000072,.0002452,-.0001906,.0002065,-.0000213,-.0175143,-.0000254
260,.0117902,-.0041455,-.0070978,-.0000311,-.0031954,-.003606,-.0005988,.0001784,.0002043,-.0001322,.0001229,.0001287,-.0062856,-.0000967
261,.0037036,-.0108768,-.0073244,-.0022073,-.0017964,.0004726,-.0002911,.0003677,.0002084,-.0001964,.0001516,-4.19e-06,-.0180286,.000236
262,.0038192,-.00309,-.0057073,.0002923,-.001493,-.0039547,-.0002769,.0001879,.0001008,-.0000759,.0001169,.000064,-.0101335,.0001168
263,.008934,-.0033524,-.0050753,.0006487,.001704,-.0012758,-.0004594,.0001936,.0000273,-.000071,-.000032,.0000434,.0015832,-.0002981
264,.0104313,-.0055054,-.0076259,.0003466,-.0014488,-.0000105,-.0005469,.0003615,.00021,-.0000836,.000084,-.0000173,-.0038128,7.61e-06
265,.0152692,-.0027653,-.0043181,-.0017679,.0008779,-.0023529,-.0006922,.0002318,.0000782,-.0001492,.0001167,.0000671,.0049429,-.0003476
266,.0149066,-.0055768,-.0043792,-.0006798,-.0011428,.0046921,-.0006804,.0002857,.000056,-.0000716,.0001302,-.0001472,.00782,-.0004274
267,.0108269,-.007357,-.0091254,-.001856,-.0031487,.0087904,-.0005619,.000285,.0002826,-.0000879,.0003336,-.0002346,-.0018699,.0000168
268,.0076449,-.0021999,-.0066455,-.0014667,-.0032623,-.0004154,-.0004939,.000255,.000117,.0000354,.0001801,5.92e-06,-.0063449,.0000995
269,.0091497,.0006698,-.0059556,-.0007484,-.0027476,-.0032075,-.0005052,.0000376,.000165,-.0001163,.0001727,.0000488,-.0028396,-.0001973
270,.0106398,-.0068687,-.0077973,-.0056833,.0020325,.0100882,-.0005168,.0003194,.0002699,.0000637,9.39e-06,-.0003376,.0024114,-.0001921
271,.0020265,-.0043568,-.0078093,-.0043007,-.0078228,.0007027,-.0001881,.0002436,.0001005,-.0000462,.0003098,-7.37e-06,-.0215604,.0004123
272,.0098085,-.006255,-.0095444,-.0038612,-.0004384,.0048859,-.0003799,.0002103,.0001647,.000046,.0000327,-.0000867,-.0054045,-.000013
273,.0119358,-.0033847,-.0062303,-.0028913,.0008891,.0070866,-.0005768,.0001924,.0001319,-9.79e-06,.0000783,-.0002567,.0074053,-.0004408
274,.0104192,-.0103302,-.009733,-.0028902,-.0014998,.0059466,-.0003864,.0003751,.0002982,-.0000641,.0000856,-.0001632,-.0080874,.0001452
275,.0097598,-.0042492,-.0084477,-.0035949,-.0024329,.0013019,-.0004883,.0001671,.0002225,-.0000456,.0000772,-.0000282,-.007663,-.0000953
276,.0051706,-.0129096,-.0101854,.0001766,-.0093818,.0060854,-.0004727,.0005032,.0001138,-.0002302,.000411,-.0002429,-.0210442,.0000821
277,.0108348,.0001869,-.0084184,.0008175,-.002845,.0007498,-.0004279,.0001027,.0002168,-.0002504,.0003317,-.0001218,.0013256,-.0001489
278,.0117366,-.0029477,-.0082974,-.001393,.0017784,.0045781,-.0004105,.0002337,.00016,8.56e-06,.0000641,-.0001467,.005455,-.0000909
279,.0130573,-.0025152,-.0073186,-.0040562,-.0015838,.0051438,-.0005559,.0002172,.0002253,.0000277,.0001835,-.000186,.0027274,-.0000883
280,.0085497,.0006907,-.0070374,-.0012183,-.0010028,-.0080554,-.0004728,.0000491,.0001275,-.000089,7.96e-06,.0002668,-.0080735,-.0001105
281,.0090826,.0006699,-.0044349,.0027566,-.0005659,-.007149,-.0004472,.0000815,.0000782,-.0001754,.0000173,.0001658,.0003594,-.0002799
282,.0042621,-.0042118,-.0160598,-.0006392,-.0052668,.0134435,-.0003793,.0002117,.0003935,-.0001333,.0002021,-.0004024,-.008472,-.0001077
283,.0140441,-.0093548,-.0075212,-.0062207,-.0033043,.0067758,-.0006824,.0004153,.0001037,.0001135,.0001242,-.0001435,-.0055812,-.0000691
284,.0066369,-.0079327,-.0110111,-.0019423,-.0020693,.001975,-.0003799,.0003549,.0003021,-.0000578,.0001332,-.000073,-.0143435,.0002796
285,.0108207,-.0047681,-.0157143,-.008712,-.0034125,.012408,-.0005543,.0002041,.0004592,.0001176,.0002889,-.0004206,-.0093781,.0000948
286,.0099918,-.0003455,-.0116542,.0068615,.0022961,-.0058501,-.000451,.0000223,.0002498,-.0002663,.0000391,.0001356,.0012997,-.0002705
287,.0096296,-.0049261,-.0091558,-.0017772,-.0040337,.0107936,-.0004907,.0002511,.0002141,-.0000831,.0002994,-.0004069,.0005303,-.0002161
288,.0110604,-.0019302,-.0091387,-.0011219,-.0039932,.0026897,-.000567,.0001166,.0002264,-.0001337,.0002463,-.0001585,-.0024339,-.00027
289,.0110778,-.0041199,-.0056776,.0000266,-.0054384,.0060092,-.0003712,.0001827,.0001403,-.0001742,.0002672,-.0002182,.0018777,-.0001734
290,.010662,-.0085424,-.0080982,-.0025199,-.0023157,.0020042,-.0004152,.0003286,.0001914,-.0000882,.0000978,-.0000832,-.00881,.0000313
291,.0038484,-.0035475,-.0100063,.0023511,-.0030006,-.0056294,-.0003474,.0001917,.0000939,-.0001049,.0001614,.0002265,-.0159845,.0002211
292,.0110061,-.0028791,-.0054629,-.0001929,-.0035738,-.0023576,-.0005927,.0001891,.0000728,-.0000357,.0001529,.0000613,-.0034602,-.0001524
293,.0028253,-.0063536,-.0032278,.0001015,-.002283,-.0002709,-.0003114,.0003212,-.0000474,-.0000683,.0000754,-.0000731,-.0092084,-.0001037
294,.0105601,-.003897,-.0074487,.0039433,-.002681,-.0021691,-.0004146,.0002303,.0002167,-.0002373,.0001532,-.0000364,-.0016924,-.0000881
295,.0103727,-.0051094,-.0055616,.0005189,-.0000618,.0026489,-.0004601,.0002988,.0000913,-.0001293,.0000281,-.0000931,.0028077,-.0002643
296,.0108936,-.0067898,-.0111847,.002674,-.0037586,.0053612,-.0003956,.0002466,.0003337,-.0002138,.0003464,-.0001891,-.0028043,.0001283
297,.0124453,-.0067802,-.006511,-.0011324,-.0001894,.0065397,-.0006066,.0003138,.0000861,-.0001041,-.0000302,-.0001515,.0043721,-.0004925
298,.0062723,-.0111729,-.0049854,-.0021515,-.0029507,-.0015753,-.0003646,.0003604,.0001881,3.39e-06,.0001029,.0000432,-.0165635,.0003334
299,.0104136,-.0043882,-.0091539,.0011933,-.002344,.0009498,-.0003867,.0002218,.0002234,-.0002321,.00026,-4.30e-06,-.0033294,.0000821
300,.009039,-.0011214,-.0067597,.0002479,.0004465,-.0078087,-.0004757,.0001137,-8.39e-06,-1.63e-06,-.0000187,.0003188,-.0059564,-.000072
301,.0110257,-.0025735,-.0094679,.0005296,-.0001261,.0001883,-.0005368,.0002168,.0002181,-.0000376,.0001223,3.53e-06,-.0004238,-.0000136
302,.0090169,-.0004036,-.0108379,-.0010548,-.0024218,-.003314,-.0005007,-.0000119,.0001794,-.0000888,.0000325,.0001031,-.0090152,-.0002864
303,.0117768,-.0053464,.0003663,.0041453,-.0003371,.004469,-.0006061,.0002944,-.000094,-.0002447,.0000736,-.0001465,.0150739,-.0007233
304,.0090218,-.0001396,-.0071138,-.0014908,-.0003516,-.004899,-.0005302,.0001015,.0001412,-.0000353,.0000501,.0001995,-.004973,-.0000733
305,.0082201,-.0033138,-.0052821,.000842,-.0026657,-.0001387,-.0003851,.0002385,.0001365,-.0001144,.0001419,-.0000544,-.0023382,-.0000369
306,.0151547,.0003033,-.0070808,-.0026111,.0009759,-.0006891,-.0005558,.0000916,.0001299,-.0001129,1.06e-06,-.0000131,.0060528,-.0004592
307,.0048443,-.0017892,-.0036502,-.000187,-.0020606,-.0064518,-.0002772,.0000351,.0000405,-.000036,.0001297,.00016,-.0092944,.0000521
308,.0134216,-.0013935,-.0037485,-.0009996,-.0054778,-.0012432,-.0005089,.0001305,.0001915,-.0000516,.0003098,.0000489,.0005589,.0001202
309,.0085657,-.0031854,-.0088391,-.0035055,.0005332,.0003718,-.0004532,.0001562,.0002296,.0000738,-.0000473,2.22e-06,-.0060592,-.0000386
310,.0103257,-.0012372,-.0082305,-.0019951,-.0006277,.0047071,-.0005558,.0001326,.0001235,-.0000807,.0001,-.0002597,.0029423,-.0005401
311,.0008392,-.0084734,-.0133613,-.0058183,-.007039,.0071749,-.0002125,.0003246,.0002813,.0001589,.0002693,-.0002685,-.0266779,.000553
312,.011818,-.0055966,-.0054952,-.0004952,7.46e-06,.0045105,-.0005959,.0002487,.0000714,-.0000634,.0000566,-.0001256,.004749,-.0004081
313,.0069444,-.0047951,-.0024816,-.0003413,-.001577,-.0030326,-.0004043,.0002893,-.0000526,-.0000151,.0001018,.000138,-.0052831,.0000573
314,.0059958,-.0056972,-.0103746,.0013935,-.0065865,.0017789,-.0003401,.0002261,.0002885,-.0002224,.0002964,-.000124,-.0134902,.0001246
315,.0036215,-.0135659,-.0098777,-.002718,-.0090479,.0147569,-.0002953,.0004256,.0001829,-.0001272,.0003377,-.0004699,-.0168312,.0000539
316,.0041566,-.0086708,-.0087345,-.0055636,-.0044969,.0085535,-.0001913,.0003933,.0002662,.0001469,.0002569,-.0002187,-.0147556,.0006533
317,.0050773,-.0059907,-.0104456,.0034235,-.0044067,-.0030955,-.0003516,.0003291,.0002359,-.0002663,.0001247,.0000885,-.0154377,.0001603
318,.0164282,-.0057525,-.0045758,-.0024509,.0005829,.0016677,-.0007952,.0003707,.0000998,.0000205,.0000327,.0000308,.0058997,-.0002406
319,.0119076,-.0074426,-.003422,.0012026,.0013744,.0050577,-.0003597,.0002422,.0000701,-.0002037,.0000297,-.0001662,.0086777,-.0003877
320,.0088843,-.0046562,-.0093778,-.0020027,-.0039625,.0009842,-.0005326,.0001924,.0002637,-.0000849,.0001892,-.0000818,-.0101306,-.0000539
321,.0030016,-.0041513,.0002533,.0014506,-.0050194,.0007168,-.0002943,.0002198,-.0000602,-.0001562,.0001759,-.0000271,-.0037484,-.0001421
322,.0132969,-.0015466,-.0026689,-.0072368,-.0001831,.0047425,-.0005416,.0001252,.0000292,.0001285,.0001078,-.0001078,.006404,-.0002588
323,.0087322,-.002568,-.0023925,.002663,-.0007914,.0008747,-.0004354,.0001596,.0000243,-.0002001,.0000568,-.0000875,.0065181,-.0004824
324,.0121415,-.0069103,-.0046814,-.0009106,-.0005543,.001149,-.0004804,.0003256,.0000968,-.0001132,.0001051,-9.55e-06,.0002339,-.0000757
325,.0075583,-.0030544,-.0099049,-.001221,-.0028408,-.0040329,-.000463,.0001139,.0000968,-.0000212,.0000421,.0001214,-.0134957,-.0001099
326,.0107105,.0009323,-.0042912,.0004594,-.0031961,-.0068816,-.0005319,.0000896,.0000852,-.0000544,.0002445,.0001855,-.0022667,.0000184
327,.0035282,-.006239,-.0089064,-.0011635,-.0044659,.0030825,-.0002915,.0003021,.0001985,-.0001334,.0002801,-.0001506,-.0141643,.0002053
328,.0105503,-.0103178,-.0076081,-.005951,.0023976,.0040644,-.0004649,.0004023,.0001298,.0000875,-.0000459,-.0001722,-.0068647,-.0000634
329,.0128507,-.0030859,-.0071905,-.0023006,.0012021,-.0026801,-.0005216,.0001346,.0001324,-.0000379,-.0000629,.0000777,-.0012043,-.0002778
330,.0051436,-.0062356,-.0048964,.0006507,-.0015652,.0002882,-.0004637,.0002967,.0001448,-.0000326,.0001243,.0000306,-.0066147,.0001002
331,.0140226,-.0065323,-.0038201,-.0014843,.0007578,.0083535,-.0006172,.0002666,.0000664,-.0001111,.0001036,-.000169,.0112972,-.0004608
332,.0080528,-.0082973,-.007919,-.0042718,.0006315,.0056848,-.0003914,.0003515,.0002209,-3.94e-06,.0001044,-.0001908,-.006119,.0000907
333,.0136808,-.0071008,.0011861,.0012651,-.0002701,.0029616,-.0006746,.0003033,-.0001436,-.0001491,.0000523,-.0000414,.0117227,-.000653
334,.0137969,-.0010339,.0002336,-.0030469,.0007612,-.0051418,-.0006211,.0001712,7.79e-06,.0000221,.0000284,.0001722,.005569,-.0002194
335,.0117306,-.0010748,-.002641,.0017725,-.000557,-.0041871,-.0005379,.0001518,-.0000411,-.0001726,.0000585,.0000686,.0050433,-.0004727
336,.0054926,-.0144115,-.0130973,-.0011082,-.0035455,.014612,-.0002861,.0004381,.0002885,-.0002365,.0001238,-.0004443,-.0120578,-.0001165
337,.0142871,.0015761,-.0070703,.0018257,-.002112,-.0072158,-.0005873,.000024,.0001002,-.0000803,.0001235,.0002403,.0012908,-.0001796
338,.0156249,-.0001516,-.0015181,.0003879,-.0024679,.002282,-.0005478,.0001757,.0000509,-.0001007,.0001686,-.0000772,.0141571,-.0003305
339,.0084851,-.0043856,-.0095962,.0008655,-.0033842,-.002848,-.0004147,.0001859,.0002488,-.0001519,.0002095,.0000758,-.0108635,.0001535
340,.0107675,-.0014192,-.002338,.000195,.0010093,-.0023764,-.0004819,.0001092,-.0000547,-.0001575,-.0000493,.0001224,.0058381,-.0005118
341,-.0013984,-.0060926,-.0155768,.0018775,-.0067984,.005437,-.0000999,.0002502,.0003172,-.0003041,.0003608,-.0001941,-.0225516,.0003302
342,.0115283,.0001425,-.0078986,-.0009531,.0027067,-.0025751,-.0004644,.0001292,.0000325,-.0000745,.0000572,7.52e-06,.0029506,-.0003125
343,.0089321,-.0033945,-.0048588,.0036831,-.0047928,-.0054374,-.0005546,.0002175,.0000592,-.0001992,.0002126,.0001034,-.0058683,-.0001612
344,.0117921,-.0042512,-.0032771,-.001932,-.0006233,.0021864,-.000549,.000177,.0000778,-.0000636,.0001009,-.0001,.003895,-.0003569
345,.0041603,-.0148561,-.0149753,-.0044977,-.005781,.00994,-.0003594,.0004854,.0002926,.0000149,.0001435,-.0003097,-.0260098,.0002672
346,.0120552,-.0030383,.0033164,-.0002733,-.0008798,.0019806,-.0003666,.0001725,-.0001197,-.0000381,.000095,-.0000815,.0131608,-.0003384
347,.0098742,-.0019927,-.0084939,-.0034763,.0000565,-.0002343,-.0005421,.0001445,.0002238,.0000148,.000039,.0000799,-.0042664,-.00004
348,.0087521,-.0048264,.0036081,.0020342,.000994,.0032068,-.0004426,.0003198,-.0001355,-.0001955,.0000539,-.0001291,.0137688,-.0005291
349,.0068386,-.0017909,-.0058106,.0003876,-.006401,-.0028775,-.0004332,.0002304,.0000356,-.000114,.0003362,.0000564,-.0096538,.0001114
350,.0082861,-.0040515,-.0076784,-.0029698,-.0022357,.0027815,-.0003705,.0001702,.0001546,.0000334,.0001611,-.0001632,-.0058677,-.0000143
351,.0058939,-.0129795,-.0138787,-.0024152,-.0064937,.0085493,-.0004147,.0004365,.0003063,-.0001055,.0003033,-.0002228,-.021324,.000303
352,.0073239,-.004209,-.0060759,.0036155,-.0026955,-.0031985,-.0003955,.0001951,.0000976,-.0002274,.0000704,.0001098,-.0052396,-.0001501
